fill_rate_0to12h,fill_rate_12to24h,fill_rate_24to36h,fill_rate_36to48h,fill_rate_48to60h,fill_rate_60to72h,quarter,dept,subj_course_id,start_time,end_time,final_waitlist_count,total_seats,final_waitlist_ratio,fill_rate_0to72h
0.83,0.0,0.08,0.0,0.08,0.08,Sp24,math,MATH 3C,2024-02-17 08:00:00,2024-04-01 06:00:00,31.0,180.0,0.1722222222222222,1.0699999999999998
3.08,0.25,0.08,0.08,0.25,0.0,Sp24,math,MATH 20C,2024-02-17 08:00:00,2024-04-01 06:00:00,19.0,820.0,0.023170731707317,3.74
0.17,0.0,0.08,0.0,0.0,0.0,Sp24,math,MATH 150B,2024-02-17 08:00:00,2024-04-01 06:00:00,0.0,35.0,0.0,0.25
2.5,0.25,0.08,0.0,0.25,0.08,Sp24,math,MATH 11,2024-02-17 08:00:00,2024-04-01 06:00:00,41.0,489.0,0.0838445807770961,3.16
2.67,0.08,0.25,0.0,0.08,-0.08,Sp24,math,MATH 20B,2024-02-17 08:00:00,2024-04-01 06:00:00,4.0,502.0,0.0079681274900398,3.0
0.08,0.0,0.0,-0.08,0.92,0.08,Sp24,math,MATH 170A,2024-02-17 08:00:00,2024-04-01 06:00:00,6.0,143.0,0.0419580419580419,1.0
0.42,0.08,0.0,0.0,1.08,0.08,Sp24,math,MATH 170C,2024-02-17 08:00:00,2024-04-01 06:00:00,0.0,70.0,0.0,1.6600000000000001
0.92,0.17,0.08,0.0,0.0,0.0,Sp24,math,MATH 20A,2024-02-17 08:00:00,2024-04-01 06:00:00,0.0,285.0,0.0,1.1700000000000002
0.17,0.25,0.42,-0.08,1.67,0.33,Sp24,math,MATH 170B,2024-02-17 08:00:00,2024-04-01 06:00:00,1.0,140.0,0.0071428571428571,2.7600000000000002
0.67,0.25,0.08,0.0,1.92,0.08,Sp24,math,MATH 171B,2024-02-17 08:00:00,2024-04-01 06:00:00,0.0,140.0,0.0,3.0
2.17,0.25,0.25,0.0,1.25,0.33,Sp24,math,MATH 20E,2024-02-17 08:00:00,2024-04-01 06:00:00,8.0,634.0,0.0126182965299684,4.25
1.58,0.17,0.0,0.0,0.42,0.25,Sp24,math,MATH 20D,2024-02-17 08:00:00,2024-04-01 06:00:00,2.0,555.0,0.0036036036036036,2.42
3.17,1.17,0.17,0.0,0.5,0.0,Sp24,math,MATH 189,2024-02-17 08:00:00,2024-04-01 06:00:00,113.0,216.0,0.5231481481481481,5.01
0.42,0.0,0.0,0.0,0.0,0.0,Sp24,math,MATH 163,2024-02-17 08:00:00,2024-04-01 06:00:00,29.0,34.0,0.8529411764705882,0.42
0.0,0.0,0.08,0.0,0.0,0.0,Sp24,math,MATH 188,2024-02-17 08:00:00,2024-04-01 06:00:00,0.0,35.0,0.0,0.08
3.83,0.25,0.0,0.08,0.42,0.25,Sp24,math,MATH 10B,2024-02-17 08:00:00,2024-04-01 06:00:00,4.0,838.0,0.0047732696897374,4.83
0.92,0.17,0.0,0.0,2.08,0.25,Sp24,math,MATH 110,2024-02-17 08:00:00,2024-04-01 06:00:00,17.0,90.0,0.1888888888888888,3.42
2.25,0.08,0.08,0.0,1.25,0.25,Sp24,math,MATH 10C,2024-02-17 08:00:00,2024-04-01 06:00:00,14.0,498.0,0.0281124497991967,3.91
0.08,0.0,0.0,0.08,0.17,0.08,Sp24,math,MATH 121B,2024-02-17 08:00:00,2024-04-01 06:00:00,0.0,30.0,0.0,0.41000000000000003
0.0,0.0,0.0,0.0,0.0,0.0,Sp24,math,MATH 31CH,2024-02-17 08:00:00,2024-04-01 06:00:00,0.0,35.0,0.0,0.0
0.17,0.17,0.0,0.0,0.5,0.08,Sp24,math,MATH 140B,2024-02-17 08:00:00,2024-04-01 06:00:00,0.0,70.0,0.0,0.92
2.75,0.25,0.08,0.08,0.67,0.08,Sp24,math,MATH 10A,2024-02-17 08:00:00,2024-04-01 06:00:00,18.0,468.0,0.0384615384615384,3.91
0.0,0.25,0.25,0.0,0.42,0.08,Sp24,math,MATH 140C,2024-02-17 08:00:00,2024-04-01 06:00:00,0.0,70.0,0.0,0.9999999999999999
0.25,0.17,0.0,0.0,0.5,0.08,Sp24,math,MATH 100C,2024-02-17 08:00:00,2024-04-01 06:00:00,0.0,70.0,0.0,1.0
0.33,0.08,0.08,0.0,1.08,0.08,Sp24,math,MATH 102,2024-02-17 08:00:00,2024-04-01 06:00:00,13.0,200.0,0.065,1.6500000000000001
0.25,0.08,0.17,0.08,0.42,0.17,Sp24,math,MATH 120B,2024-02-17 08:00:00,2024-04-01 06:00:00,0.0,70.0,0.0,1.17
